Order_ID,Order_Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25777,2018-09-10 00:00:00.0000000,Aditi,Madhya Pradesh,Indore,59,-46,7,Clothing,T-shirt,UPI
B-25750,2018-08-14 00:00:00.0000000,Priyanshu,Madhya Pradesh,Indore,199,-18,2,Clothing,Saree,COD
B-25823,2018-10-18 00:00:00.0000000,Rohan,Maharashtra,Mumbai,59,6,1,Electronics,Accessories,UPI
B-26096,2018-03-28 00:00:00.0000000,Atharv,West Bengal,Kolkata,45,9,3,Clothing,Leggings,UPI
B-25757,2018-08-21 00:00:00.0000000,Vishakha,Madhya Pradesh,Indore,211,19,8,Clothing,Stole,COD
B-25698,2018-06-23 00:00:00.0000000,Amisha,Tamil Nadu,Chennai,65,-16,2,Electronics,Phones,Debit Card
B-25710,2018-07-05 00:00:00.0000000,Megha,Maharashtra,Pune,25,0,4,Clothing,Skirt,UPI
B-25994,2018-02-03 00:00:00.0000000,Omkar,Delhi,Delhi,196,-7,5,Electronics,Phones,COD
B-25950,2018-01-13 00:00:00.0000000,Shruti,Madhya Pradesh,Indore,261,13,6,Clothing,Shirt,Credit Card
B-25653,2018-05-08 00:00:00.0000000,Farah,Nagaland,Kohima,195,-117,5,Electronics,Phones,COD
B-25785,2018-09-15 00:00:00.0000000,Ayush,West Bengal,Kolkata,192,-146,3,Clothing,Saree,COD
B-25863,2018-11-15 00:00:00.0000000,Manibalan,Kerala ,Thiruvananthapuram,189,87,7,Clothing,Stole,COD
B-25959,2018-01-18 00:00:00.0000000,Muskan,Madhya Pradesh,Indore,32,2,2,Clothing,Kurti,UPI
B-25991,2018-02-03 00:00:00.0000000,Mansi,Madhya Pradesh,Indore,188,13,7,Clothing,Shirt,COD
B-25680,2018-06-04 00:00:00.0000000,Aayushi,Madhya Pradesh,Indore,73,-25,3,Clothing,Saree,COD
B-25910,2018-12-14 00:00:00.0000000,Jay,Delhi,Delhi,259,47,5,Clothing,Hankerchief,Credit Card
B-25737,2018-08-01 00:00:00.0000000,Shubham,Madhya Pradesh,Indore,187,-15,3,Clothing,Trousers,COD
B-25853,2018-11-08 00:00:00.0000000,Gaurav,Gujarat,Ahmedabad,26,11,2,Clothing,Hankerchief,UPI
B-26097,2018-03-28 00:00:00.0000000,Vini,Karnataka,Bangalore,185,-26,6,Furniture,Chairs,COD
B-25875,2018-11-24 00:00:00.0000000,Divyeshkumar,Uttar Pradesh,Prayagraj,248,8,2,Clothing,Saree,Credit Card
B-26031,2018-02-22 00:00:00.0000000,Deepak,Madhya Pradesh,Bhopal,67,9,4,Clothing,Leggings,Debit Card
B-25773,2018-09-06 00:00:00.0000000,Shreya,Kerala ,Thiruvananthapuram,248,-70,3,Furniture,Chairs,Credit Card
B-25840,2018-10-31 00:00:00.0000000,Sneha,Karnataka,Bangalore,246,61,2,Furniture,Bookcases,Credit Card
B-25908,2018-12-12 00:00:00.0000000,Pradeep,Delhi,Delhi,179,-25,5,Clothing,Kurti,COD
B-26041,2018-02-27 00:00:00.0000000,Ritu,Haryana,Chandigarh,176,-28,5,Furniture,Furnishings,COD
B-26010,2018-02-11 00:00:00.0000000,Kartikay,Bihar,Patna,176,-13,5,Furniture,Furnishings,COD
B-25640,2018-04-27 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,68,-62,2,Clothing,Trousers,Debit Card
B-25794,2018-09-24 00:00:00.0000000,Aditya,Himachal Pradesh,Simla,176,37,6,Electronics,Accessories,COD
B-25987,2018-01-31 00:00:00.0000000,Manjiri,Delhi,Delhi,88,11,7,Clothing,Hankerchief,UPI
B-25615,2018-04-15 00:00:00.0000000,Bhavna,Sikkim,Gangtok,68,20,5,Clothing,Hankerchief,Debit Card
B-25997,2018-02-04 00:00:00.0000000,Yogesh,Maharashtra,Pune,231,99,2,Electronics,Electronic Games,Credit Card
B-25981,2018-01-28 00:00:00.0000000,Amruta,Delhi,Delhi,62,8,2,Clothing,T-shirt,UPI
B-25791,2018-09-24 00:00:00.0000000,Avish,Kerala ,Thiruvananthapuram,175,77,3,Clothing,Saree,COD
B-25986,2018-01-31 00:00:00.0000000,Shweta,Rajasthan,Udaipur,71,4,5,Clothing,Leggings,Debit Card
B-25652,2018-05-08 00:00:00.0000000,Tushina,Goa,Goa,174,-70,3,Electronics,Accessories,COD
B-25952,2018-01-13 00:00:00.0000000,Priyanka,Madhya Pradesh,Indore,173,69,3,Furniture,Chairs,COD
B-25898,2018-12-07 00:00:00.0000000,Abhishek,Rajasthan,Udaipur,171,2,2,Electronics,Electronic Games,COD
B-25785,2018-09-15 00:00:00.0000000,Ayush,West Bengal,Kolkata,268,-25,3,Clothing,Saree,COD
B-25990,2018-02-02 00:00:00.0000000,Mugdha,Delhi,Delhi,71,32,3,Clothing,Saree,Debit Card
B-26091,2018-03-27 00:00:00.0000000,Manju,Andhra Pradesh,Hyderabad,29,10,4,Clothing,Hankerchief,UPI
B-25604,2018-04-03 00:00:00.0000000,Divsha,Rajasthan,Jaipur,65,17,2,Clothing,T-shirt,UPI
B-25754,2018-08-18 00:00:00.0000000,Akshay,Bihar,Patna,72,-46,7,Clothing,Kurti,Debit Card
B-25724,2018-07-19 00:00:00.0000000,Sheetal,Madhya Pradesh,Indore,168,-51,2,Furniture,Bookcases,COD
B-25757,2018-08-21 00:00:00.0000000,Vishakha,Madhya Pradesh,Indore,165,30,3,Clothing,Stole,COD
B-25767,2018-08-31 00:00:00.0000000,Ashmeet,West Bengal,Kolkata,74,-59,2,Electronics,Accessories,Debit Card
B-25886,2018-11-28 00:00:00.0000000,Brijesh,Rajasthan,Udaipur,89,17,2,Clothing,Stole,UPI
B-25621,2018-04-20 00:00:00.0000000,Deepak,Madhya Pradesh,Bhopal,228,63,3,Electronics,Electronic Games,Credit Card
B-25967,2018-01-21 00:00:00.0000000,Sudevi,Uttar Pradesh,Prayagraj,119,-24,4,Furniture,Furnishings,COD
B-25691,2018-06-16 00:00:00.0000000,Akancha,Maharashtra,Mumbai,75,-25,3,Clothing,Stole,UPI
B-25953,2018-01-14 00:00:00.0000000,Krutika,Andhra Pradesh,Hyderabad,67,20,4,Clothing,T-shirt,UPI
B-25651,2018-05-07 00:00:00.0000000,Anurag,Madhya Pradesh,Indore,7,0,1,Clothing,Leggings,COD
B-25828,2018-10-24 00:00:00.0000000,Nikita,Punjab,Chandigarh,222,35,5,Clothing,Saree,Credit Card
B-25628,2018-04-24 00:00:00.0000000,Pooja,Bihar,Patna,219,-9,4,Clothing,Saree,Credit Card
B-25703,2018-06-28 00:00:00.0000000,Ekta,Madhya Pradesh,Indore,42,-23,2,Furniture,Furnishings,UPI
B-25929,2018-01-02 00:00:00.0000000,Girase,Kerala ,Thiruvananthapuram,216,-135,3,Furniture,Chairs,Credit Card
B-25748,2018-08-12 00:00:00.0000000,Nitant,Rajasthan,Jaipur,47,-21,2,Electronics,Electronic Games,COD
B-25610,2018-04-09 00:00:00.0000000,Yogesh,Bihar,Patna,68,-55,5,Electronics,Accessories,UPI
B-25903,2018-12-10 00:00:00.0000000,Amlan,Madhya Pradesh,Indore,74,33,2,Clothing,Shirt,Debit Card
B-25878,2018-11-24 00:00:00.0000000,Mrinal,Maharashtra,Mumbai,165,46,3,Furniture,Furnishings,COD
B-26056,2018-03-10 00:00:00.0000000,Sonal,Bihar,Patna,101,11,2,Clothing,Hankerchief,UPI
B-26004,2018-02-08 00:00:00.0000000,Nandita,Rajasthan,Jaipur,162,73,2,Electronics,Electronic Games,COD
B-25699,2018-06-24 00:00:00.0000000,Kritika,Uttar Pradesh,Lucknow,20,-22,1,Furniture,Furnishings,UPI
B-26053,2018-03-09 00:00:00.0000000,Kirti,Jammu and Kashmir,Kashmir,162,55,3,Clothing,Stole,COD
B-25654,2018-05-10 00:00:00.0000000,Sabah,Maharashtra,Mumbai,229,-23,2,Clothing,Saree,UPI
B-25954,2018-01-14 00:00:00.0000000,Trupti,Gujarat,Ahmedabad,27,0,2,Clothing,Leggings,COD
B-25910,2018-12-14 00:00:00.0000000,Jay,Delhi,Delhi,685,7,7,Clothing,Trousers,UPI
B-26064,2018-03-16 00:00:00.0000000,Ankita,Maharashtra,Mumbai,75,2,5,Clothing,Leggings,Debit Card
B-25983,2018-01-30 00:00:00.0000000,Atul,Delhi,Delhi,161,-229,8,Furniture,Furnishings,COD
B-26002,2018-02-08 00:00:00.0000000,Harsh,Delhi,Delhi,71,19,3,Clothing,T-shirt,COD
B-25650,2018-05-06 00:00:00.0000000,Chirag,Maharashtra,Mumbai,211,-105,2,Clothing,Saree,Credit Card
B-26043,2018-03-01 00:00:00.0000000,Amit,Sikkim,Gangtok,79,5,6,Clothing,Hankerchief,Debit Card
B-25657,2018-05-13 00:00:00.0000000,Tulika,Madhya Pradesh,Bhopal,32,-22,5,Clothing,Saree,UPI
B-25838,2018-10-29 00:00:00.0000000,Sanjana,Madhya Pradesh,Indore,161,40,3,Clothing,Stole,COD
B-25651,2018-05-07 00:00:00.0000000,Anurag,Madhya Pradesh,Indore,159,4,1,Clothing,Saree,COD
B-25808,2018-10-08 00:00:00.0000000,Apsingekar,Bihar,Patna,210,-50,4,Clothing,Hankerchief,Credit Card
B-25973,2018-01-24 00:00:00.0000000,Madan Mohan,Uttar Pradesh,Mathura,79,39,2,Clothing,Shirt,Debit Card
B-25698,2018-06-23 00:00:00.0000000,Amisha,Tamil Nadu,Chennai,207,153,3,Clothing,Saree,Credit Card
B-25818,2018-10-14 00:00:00.0000000,Sandeep,Madhya Pradesh,Indore,36,0,4,Clothing,Kurti,COD
B-26061,2018-03-14 00:00:00.0000000,Anurag,Madhya Pradesh,Indore,206,12,1,Electronics,Printers,Credit Card
B-25878,2018-11-24 00:00:00.0000000,Mrinal,Maharashtra,Mumbai,46,0,4,Clothing,Leggings,COD
B-26054,2018-03-10 00:00:00.0000000,Mayank,Maharashtra,Mumbai,156,23,3,Clothing,Stole,COD
B-25809,2018-10-09 00:00:00.0000000,Suman,Kerala ,Thiruvananthapuram,154,54,3,Clothing,Hankerchief,COD
B-26042,2018-02-28 00:00:00.0000000,Manish,Himachal Pradesh,Simla,36,15,3,Clothing,Stole,UPI
B-26008,2018-02-09 00:00:00.0000000,Kalyani,Tamil Nadu,Chennai,206,51,4,Clothing,Hankerchief,Credit Card
B-25927,2018-12-31 00:00:00.0000000,Shreya,Uttar Pradesh,Lucknow,200,7,4,Electronics,Electronic Games,Credit Card
B-26008,2018-02-09 00:00:00.0000000,Kalyani,Tamil Nadu,Chennai,199,-1,1,Clothing,Saree,Credit Card
B-25753,2018-08-17 00:00:00.0000000,Shivam,Uttar Pradesh,Lucknow,154,22,7,Clothing,T-shirt,COD
B-25948,2018-01-13 00:00:00.0000000,Mukund,Maharashtra,Pune,152,23,3,Furniture,Furnishings,COD
B-26094,2018-03-27 00:00:00.0000000,Deepak,Madhya Pradesh,Bhopal,152,50,6,Clothing,Stole,COD
B-25654,2018-05-10 00:00:00.0000000,Sabah,Maharashtra,Mumbai,122,-21,3,Furniture,Furnishings,UPI
B-25854,2018-11-08 00:00:00.0000000,Shubham,Maharashtra,Pune,149,48,6,Clothing,Stole,COD
B-25623,2018-04-22 00:00:00.0000000,Atharv,West Bengal,Kolkata,149,-87,4,Clothing,Saree,COD
B-25985,2018-01-31 00:00:00.0000000,Ginny,Madhya Pradesh,Indore,197,20,4,Clothing,Kurti,Credit Card
B-25723,2018-07-18 00:00:00.0000000,Wale,Maharashtra,Mumbai,76,-54,3,Electronics,Electronic Games,COD
B-25751,2018-08-14 00:00:00.0000000,Nishant,Maharashtra,Mumbai,221,-15,2,Electronics,Electronic Games,COD
B-26050,2018-03-06 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,79,32,3,Clothing,Saree,Debit Card
B-25800,2018-10-01 00:00:00.0000000,Ishit,Maharashtra,Pune,45,12,7,Clothing,Hankerchief,UPI
B-25673,2018-05-28 00:00:00.0000000,Arsheen,Gujarat,Ahmedabad,149,-1,1,Clothing,Saree,COD
B-26002,2018-02-08 00:00:00.0000000,Harsh,Delhi,Delhi,80,22,3,Clothing,Stole,Debit Card
B-26009,2018-02-10 00:00:00.0000000,Komal,Uttar Pradesh,Lucknow,195,12,9,Clothing,Shirt,Credit Card
B-25754,2018-08-18 00:00:00.0000000,Akshay,Bihar,Patna,19,0,3,Clothing,Skirt,UPI
B-25953,2018-01-14 00:00:00.0000000,Krutika,Andhra Pradesh,Hyderabad,81,41,3,Clothing,Stole,Debit Card
B-26039,2018-02-25 00:00:00.0000000,Hemant,Kerala ,Thiruvananthapuram,83,34,5,Clothing,Shirt,Debit Card
B-26001,2018-02-07 00:00:00.0000000,Patil,Delhi,Delhi,149,17,4,Furniture,Furnishings,COD
B-25620,2018-04-20 00:00:00.0000000,Sarita,Maharashtra,Pune,193,46,1,Electronics,Printers,Credit Card
B-26051,2018-03-07 00:00:00.0000000,Parishi,West Bengal,Kolkata,85,24,10,Clothing,Hankerchief,Debit Card
B-25673,2018-05-28 00:00:00.0000000,Arsheen,Gujarat,Ahmedabad,44,-17,5,Clothing,Saree,UPI
B-25721,2018-07-16 00:00:00.0000000,Anchal,Haryana,Chandigarh,149,-40,2,Electronics,Phones,COD
B-25764,2018-08-28 00:00:00.0000000,Sanjova,Maharashtra,Pune,26,0,2,Clothing,Kurti,COD
B-25645,2018-05-01 00:00:00.0000000,Yaanvi,Madhya Pradesh,Indore,86,0,4,Clothing,T-shirt,Debit Card
B-26066,2018-03-16 00:00:00.0000000,Priyanka,Maharashtra,Pune,86,22,2,Clothing,Saree,Debit Card
B-26003,2018-02-08 00:00:00.0000000,Hitesh,Madhya Pradesh,Bhopal,79,16,3,Clothing,T-shirt,COD
B-25712,2018-07-07 00:00:00.0000000,Adhvaita,Rajasthan,Jaipur,193,-275,3,Electronics,Phones,Credit Card
B-25796,2018-09-24 00:00:00.0000000,Sukrith,Maharashtra,Mumbai,148,0,3,Clothing,Saree,COD
B-25738,2018-08-02 00:00:00.0000000,Ayush,Punjab,Chandigarh,70,-14,2,Furniture,Furnishings,UPI
B-25771,2018-09-02 00:00:00.0000000,Vaibhavi,Uttar Pradesh,Lucknow,148,59,3,Clothing,Hankerchief,COD
B-25950,2018-01-13 00:00:00.0000000,Shruti,Madhya Pradesh,Indore,190,19,9,Furniture,Furnishings,Credit Card
B-26038,2018-02-24 00:00:00.0000000,Pooja,Bihar,Patna,52,14,2,Clothing,Stole,COD
B-26004,2018-02-08 00:00:00.0000000,Nandita,Rajasthan,Jaipur,147,44,3,Clothing,Saree,COD
B-25896,2018-12-05 00:00:00.0000000,Aman,Maharashtra,Mumbai,190,68,8,Clothing,T-shirt,Credit Card
B-25601,2018-04-01 00:00:00.0000000,Bharat,Gujarat,Ahmedabad,80,-56,4,Electronics,Electronic Games,UPI
B-25952,2018-01-13 00:00:00.0000000,Priyanka,Madhya Pradesh,Indore,147,48,3,Clothing,Saree,COD
B-25873,2018-11-23 00:00:00.0000000,Divyeta,Madhya Pradesh,Indore,66,12,3,Clothing,Stole,COD
B-25844,2018-11-03 00:00:00.0000000,Swati,Madhya Pradesh,Indore,86,8,2,Clothing,Saree,Debit Card
B-26054,2018-03-10 00:00:00.0000000,Mayank,Maharashtra,Mumbai,88,19,2,Clothing,Shirt,Debit Card
B-25953,2018-01-14 00:00:00.0000000,Krutika,Andhra Pradesh,Hyderabad,188,-193,2,Electronics,Electronic Games,Credit Card
B-25951,2018-01-13 00:00:00.0000000,Jesal,West Bengal,Kolkata,89,29,2,Clothing,Stole,UPI
B-26065,2018-03-16 00:00:00.0000000,Nida,Madhya Pradesh,Indore,146,19,5,Clothing,Stole,COD
B-26033,2018-02-22 00:00:00.0000000,Atharv,West Bengal,Kolkata,143,32,1,Furniture,Bookcases,COD
B-25781,2018-09-14 00:00:00.0000000,Rutuja,Gujarat,Ahmedabad,25,-1,4,Clothing,Kurti,COD
B-26043,2018-03-01 00:00:00.0000000,Amit,Sikkim,Gangtok,30,12,3,Clothing,Skirt,UPI
B-25787,2018-09-20 00:00:00.0000000,Asish,Jammu and Kashmir,Kashmir,140,-58,4,Furniture,Furnishings,COD
B-25664,2018-05-20 00:00:00.0000000,Pratyusmita,Bihar,Patna,83,-48,1,Furniture,Bookcases,UPI
B-25825,2018-10-21 00:00:00.0000000,Kartik,Madhya Pradesh,Indore,140,6,5,Clothing,Saree,COD
B-25818,2018-10-14 00:00:00.0000000,Sandeep,Madhya Pradesh,Indore,28,14,4,Clothing,Hankerchief,COD
B-25765,2018-08-29 00:00:00.0000000,Meghana,Madhya Pradesh,Bhopal,139,14,3,Clothing,Stole,COD
B-25853,2018-11-08 00:00:00.0000000,Gaurav,Gujarat,Ahmedabad,30,14,3,Clothing,Hankerchief,UPI
B-26030,2018-02-21 00:00:00.0000000,Sarita,Maharashtra,Pune,89,36,3,Clothing,Shirt,UPI
B-25730,2018-07-22 00:00:00.0000000,Rishabh,Rajasthan,Jaipur,187,30,4,Electronics,Accessories,Credit Card
B-26054,2018-03-10 00:00:00.0000000,Mayank,Maharashtra,Mumbai,139,21,3,Electronics,Accessories,COD
B-25773,2018-09-06 00:00:00.0000000,Shreya,Kerala ,Thiruvananthapuram,437,-14,2,Clothing,Saree,UPI
B-25717,2018-07-12 00:00:00.0000000,Manshul,Uttar Pradesh,Lucknow,138,-3,5,Clothing,Saree,COD
B-26010,2018-02-11 00:00:00.0000000,Kartikay,Bihar,Patna,85,13,2,Clothing,Shirt,UPI
B-25893,2018-12-04 00:00:00.0000000,Vrinda,Uttar Pradesh,Mathura,83,12,3,Clothing,Stole,UPI
B-26076,2018-03-21 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,91,22,2,Clothing,Stole,UPI
B-25803,2018-10-05 00:00:00.0000000,Shivanshu,Madhya Pradesh,Indore,137,5,5,Clothing,Shirt,COD
B-25709,2018-07-01 00:00:00.0000000,Aakanksha,Madhya Pradesh,Indore,33,-12,7,Clothing,Saree,UPI
B-25755,2018-08-19 00:00:00.0000000,Shourya,Kerala ,Thiruvananthapuram,134,-34,2,Furniture,Chairs,COD
B-25684,2018-06-09 00:00:00.0000000,Samiksha,Maharashtra,Mumbai,134,42,2,Furniture,Chairs,COD
B-25739,2018-08-03 00:00:00.0000000,Daksh,Haryana,Chandigarh,133,-56,2,Furniture,Chairs,COD
B-26081,2018-03-22 00:00:00.0000000,Aarushi,Tamil Nadu,Chennai,93,-84,3,Clothing,Saree,UPI
B-25662,2018-05-17 00:00:00.0000000,Sweta,Maharashtra,Mumbai,86,-21,1,Electronics,Electronic Games,UPI
B-25845,2018-11-03 00:00:00.0000000,Snel,Kerala ,Thiruvananthapuram,132,54,5,Clothing,Stole,COD
B-26085,2018-03-26 00:00:00.0000000,Shrichand,Punjab,Chandigarh,132,-10,3,Clothing,Saree,COD
B-25745,2018-08-09 00:00:00.0000000,Kartik,Gujarat,Ahmedabad,132,-79,5,Furniture,Furnishings,COD
B-25999,2018-02-05 00:00:00.0000000,Diwakar,Delhi,Delhi,93,-65,4,Clothing,Stole,UPI
B-26082,2018-03-23 00:00:00.0000000,Jitesh,Uttar Pradesh,Lucknow,95,5,2,Clothing,Stole,UPI
B-26097,2018-03-28 00:00:00.0000000,Vini,Karnataka,Bangalore,97,12,2,Clothing,Hankerchief,UPI
B-25731,2018-07-26 00:00:00.0000000,Akash,West Bengal,Kolkata,131,-154,8,Furniture,Furnishings,COD
B-25625,2018-04-23 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,97,29,2,Clothing,Hankerchief,UPI
B-25853,2018-11-08 00:00:00.0000000,Gaurav,Gujarat,Ahmedabad,128,4,3,Clothing,Saree,COD
B-25703,2018-06-28 00:00:00.0000000,Ekta,Madhya Pradesh,Indore,186,241,9,Clothing,Shirt,Credit Card
B-26003,2018-02-08 00:00:00.0000000,Hitesh,Madhya Pradesh,Bhopal,128,47,4,Clothing,Hankerchief,COD
B-25803,2018-10-05 00:00:00.0000000,Shivanshu,Madhya Pradesh,Indore,185,48,4,Clothing,Stole,Credit Card
B-25719,2018-07-12 00:00:00.0000000,Rashmi,Madhya Pradesh,Indore,29,10,2,Clothing,Stole,COD
B-25883,2018-11-27 00:00:00.0000000,Saptadeep,Gujarat,Surat,127,29,3,Furniture,Furnishings,COD
B-25891,2018-12-04 00:00:00.0000000,Shivani,Madhya Pradesh,Indore,97,36,7,Clothing,Hankerchief,UPI
B-25821,2018-10-16 00:00:00.0000000,Ajay,West Bengal,Kolkata,125,0,3,Electronics,Accessories,COD
B-25646,2018-05-01 00:00:00.0000000,Sonal,Bihar,Patna,299,-8,2,Clothing,Saree,COD
B-25874,2018-11-24 00:00:00.0000000,Megha,Rajasthan,Udaipur,124,54,5,Clothing,T-shirt,COD
B-25717,2018-07-12 00:00:00.0000000,Manshul,Uttar Pradesh,Lucknow,90,17,3,Clothing,Shirt,COD
B-26073,2018-03-21 00:00:00.0000000,Pournamasi,Madhya Pradesh,Indore,122,11,4,Clothing,Hankerchief,COD
B-25800,2018-10-01 00:00:00.0000000,Ishit,Maharashtra,Pune,122,-66,9,Electronics,Accessories,COD
B-25991,2018-02-03 00:00:00.0000000,Mansi,Madhya Pradesh,Indore,90,30,2,Furniture,Chairs,UPI
B-25638,2018-04-26 00:00:00.0000000,Parth,Maharashtra,Pune,182,-11,3,Furniture,Bookcases,Credit Card
B-26021,2018-02-17 00:00:00.0000000,Anita,Kerala ,Thiruvananthapuram,122,59,7,Furniture,Furnishings,COD
B-25882,2018-11-26 00:00:00.0000000,Masurkar,Punjab,Amritsar,121,19,4,Clothing,Stole,COD
B-26053,2018-03-09 00:00:00.0000000,Kirti,Jammu and Kashmir,Kashmir,120,1,1,Furniture,Chairs,COD
B-25951,2018-01-13 00:00:00.0000000,Jesal,West Bengal,Kolkata,120,23,5,Clothing,Stole,COD
B-25757,2018-08-21 00:00:00.0000000,Vishakha,Madhya Pradesh,Indore,34,-11,5,Clothing,T-shirt,COD
B-25777,2018-09-10 00:00:00.0000000,Aditi,Madhya Pradesh,Indore,117,17,6,Clothing,Kurti,COD
B-26040,2018-02-26 00:00:00.0000000,Sahil,Punjab,Chandigarh,38,9,2,Clothing,Stole,COD
B-25696,2018-06-21 00:00:00.0000000,Noopur,Karnataka,Bangalore,117,-6,3,Electronics,Phones,COD
B-25977,2018-01-27 00:00:00.0000000,Aayushi,Gujarat,Surat,180,54,4,Clothing,T-shirt,Credit Card
B-25743,2018-08-07 00:00:00.0000000,Aman,Nagaland,Kohima,99,-5,1,Clothing,Saree,UPI
B-25651,2018-05-07 00:00:00.0000000,Anurag,Madhya Pradesh,Indore,172,-103,3,Furniture,Chairs,EMI
B-25603,2018-04-03 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,116,16,4,Clothing,Stole,COD
B-25696,2018-06-21 00:00:00.0000000,Noopur,Karnataka,Bangalore,116,-4,1,Clothing,Saree,COD
B-26037,2018-02-23 00:00:00.0000000,Hitika,Madhya Pradesh,Indore,171,68,7,Clothing,Stole,EMI
B-26098,2018-03-29 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,46,14,5,Clothing,Skirt,COD
B-25697,2018-06-22 00:00:00.0000000,Vijay,Jammu and Kashmir,Kashmir,115,-39,3,Clothing,Trousers,COD
B-25920,2018-12-24 00:00:00.0000000,Jayanti,Uttar Pradesh,Prayagraj,100,7,2,Clothing,T-shirt,UPI
B-25993,2018-02-03 00:00:00.0000000,Madhav,Delhi,Delhi,44,8,2,Clothing,Stole,COD
B-26089,2018-03-26 00:00:00.0000000,Kanak,Goa,Goa,139,14,3,Clothing,Kurti,COD
B-25960,2018-01-18 00:00:00.0000000,Shreya,Andhra Pradesh,Hyderabad,171,-140,2,Furniture,Bookcases,EMI
B-25917,2018-12-21 00:00:00.0000000,Sanjay,Maharashtra,Mumbai,100,12,2,Clothing,T-shirt,UPI
B-25825,2018-10-21 00:00:00.0000000,Kartik,Madhya Pradesh,Indore,115,25,6,Clothing,Stole,COD
B-25696,2018-06-21 00:00:00.0000000,Noopur,Karnataka,Bangalore,168,-9,3,Clothing,Saree,COD
B-25972,2018-01-23 00:00:00.0000000,Jesslyn,Rajasthan,Udaipur,115,47,2,Electronics,Accessories,COD
B-25602,2018-04-01 00:00:00.0000000,Vrinda,Maharashtra,Pune,168,-111,2,Electronics,Phones,EMI
B-25736,2018-07-31 00:00:00.0000000,Akshat,Maharashtra,Mumbai,31,-7,5,Clothing,Skirt,UPI
B-26003,2018-02-08 00:00:00.0000000,Hitesh,Madhya Pradesh,Bhopal,114,41,6,Furniture,Furnishings,COD
B-25970,2018-01-22 00:00:00.0000000,Rhea,Maharashtra,Mumbai,111,9,4,Clothing,Stole,COD
B-25742,2018-08-03 00:00:00.0000000,Ashwin,Goa,Goa,11,-8,2,Clothing,Skirt,UPI
B-25770,2018-09-02 00:00:00.0000000,Sakshi,Madhya Pradesh,Indore,110,35,1,Furniture,Furnishings,COD
B-26098,2018-03-29 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,59,15,2,Clothing,T-shirt,UPI
B-26050,2018-03-06 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,166,27,2,Electronics,Accessories,EMI
B-25778,2018-09-11 00:00:00.0000000,Surabhi,Maharashtra,Mumbai,109,-6,6,Clothing,Saree,COD
B-25652,2018-05-08 00:00:00.0000000,Tushina,Goa,Goa,34,-6,4,Clothing,Leggings,COD
B-25999,2018-02-05 00:00:00.0000000,Diwakar,Delhi,Delhi,109,40,1,Furniture,Furnishings,COD
B-25909,2018-12-13 00:00:00.0000000,Sujay,Maharashtra,Pune,108,22,3,Electronics,Accessories,COD
B-25823,2018-10-18 00:00:00.0000000,Rohan,Maharashtra,Mumbai,103,50,2,Furniture,Furnishings,UPI
B-25701,2018-06-26 00:00:00.0000000,Maithilee,Madhya Pradesh,Indore,10,-8,2,Clothing,Skirt,COD
B-25855,2018-11-08 00:00:00.0000000,Abhijeet,Madhya Pradesh,Bhopal,90,17,3,Clothing,Hankerchief,COD
B-25654,2018-05-10 00:00:00.0000000,Sabah,Maharashtra,Mumbai,105,46,2,Clothing,Stole,UPI
B-25623,2018-04-22 00:00:00.0000000,Atharv,West Bengal,Kolkata,105,20,2,Clothing,Stole,Debit Card
B-25641,2018-04-27 00:00:00.0000000,Parishi,West Bengal,Kolkata,22,-6,1,Furniture,Furnishings,COD
B-25852,2018-11-07 00:00:00.0000000,Soumyabrata,Andhra Pradesh,Hyderabad,105,-33,5,Clothing,Kurti,COD
B-25958,2018-01-18 00:00:00.0000000,Aparajita,West Bengal,Kolkata,105,25,2,Clothing,Hankerchief,EMI
B-25802,2018-10-05 00:00:00.0000000,Yash,Maharashtra,Mumbai,25,-7,5,Clothing,Saree,UPI
B-25823,2018-10-18 00:00:00.0000000,Rohan,Maharashtra,Mumbai,104,2,2,Furniture,Furnishings,COD
B-25834,2018-10-29 00:00:00.0000000,Ananya,Andhra Pradesh,Hyderabad,16,5,1,Clothing,Stole,UPI
B-25678,2018-06-03 00:00:00.0000000,Bathina,Karnataka,Bangalore,64,-7,3,Clothing,Saree,COD
B-25774,2018-09-07 00:00:00.0000000,Snehal,Punjab,Chandigarh,38,-6,2,Furniture,Furnishings,UPI
B-25904,2018-12-10 00:00:00.0000000,Swapnil,Delhi,Delhi,83,12,2,Furniture,Chairs,COD
B-25896,2018-12-05 00:00:00.0000000,Aman,Maharashtra,Mumbai,103,36,2,Clothing,Hankerchief,COD
B-25796,2018-09-24 00:00:00.0000000,Sukrith,Maharashtra,Mumbai,37,-6,1,Clothing,Saree,UPI
B-25934,2018-01-04 00:00:00.0000000,Rahul,Madhya Pradesh,Indore,105,33,6,Clothing,Saree,EMI
